170,86328
170,30427
170,40441
170,57122
170,89577
170,75517
170,35890
171,54405
171,74083
171,63414
171,73225
171,50332
171,73318
171,54953
171,2025
171,16084
171,63131
172,46906
172,56312
172,47996
172,1954
172,81107
172,35723
172,66904
172,42310
172,58206
172,67323
173,13923
173,18224
173,12286
173,84258
173,33233
173,84049
173,21154
173,79683
173,74563
173,16491
174,18429
174,64851
174,34562
174,95792
174,56698
174,76271
174,47330
174,83318
174,66826
174,29207
175,82626
175,2072
175,96084
175,99878
175,69678
175,21021
175,80605
175,51340
175,79086
175,96234
176,30311
176,28515
176,83448
176,51013
176,27037
176,54077
176,98161
176,67721
176,61876
176,30415
177,70873
177,17756
177,85868
177,21753
177,74461
177,80690
177,76485
177,4198
177,75259
177,77985
178,41754
178,37551
178,47137
178,73657
178,51792
178,23857
178,53278
178,37321
178,49639
178,17753
179,11828
179,5106
179,32378
179,34106
179,47405
179,84099
179,52013
179,93297
179,78063
179,28292
180,77558
180,35738
180,77575
180,66437
180,16573
180,31907
180,94893
180,69593
180,74938
180,72723
181,54272
181,87365
181,30042
181,37453
181,82371
181,83142
181,35835
181,74187
181,88107
181,73224
182,13817
182,85449
182,26903
182,92467
182,26744
182,81561
182,52057
182,82928
182,70849
182,96251
183,71948
183,87171
183,60288
183,82383
183,52803
183,71345
183,34317
183,85567
183,19266
183,63785
184,88195
184,19509
184,33397
184,53275
184,64720
184,73514
184,84943
184,69188
184,88194
184,67560
185,42508
185,72614
185,31219
185,89048
185,11944
185,38986
185,58899
185,36564
185,59436
185,87899
186,27797
186,52084
186,45579
186,48103
186,84578
186,27148
186,23712
186,81828
186,34028
186,66957
187,7495
187,33101
187,3256
187,89765
187,40932
187,94831
187,94310
187,28964
187,79306
187,51828
188,93186
188,57620
188,58148
188,67234
188,76375
188,21313
188,75327
188,40477
188,13574
188,54726
189,13629
189,30905
189,19934
189,83338
189,4499
189,73265
189,70166
189,12914
189,95218
189,67938
190,74712
190,21742
190,59732
190,13922
190,60018
190,15473
190,97716
190,23903
190,20522
190,74437
191,93186
191,59120
191,68351
191,55577
191,69839
191,92010
191,18238
191,50445
191,67679
191,88200
192,57558
192,19569
192,77238
192,38631
192,30722
192,90909
192,72691
192,30668
192,19396
192,60396
193,78950
193,68575
193,57221
193,37331
193,56390
193,84389
193,96298
193,55180
193,94245
193,43775
194,91216
194,12326
194,11542
194,2483
194,19279
194,12357
194,79445
194,84532
194,84523
194,59585
195,44199
195,66832
195,39941
195,56342
195,96401
195,5623
195,55606
195,74395
195,91525
195,98571
196,78437
196,21683
196,47323
196,12098
196,85095
196,45326
196,39573
196,36925
196,91542
196,79880
197,1349
197,31723
197,98325
197,25181
197,88118
197,81845
197,97066
197,37243
197,91523
197,23306
198,12747
198,68127
198,85503
198,63645
198,64015
198,1643
198,91177
198,79683
198,21257
198,30472
199,59755
199,82295
199,18614
199,46511
199,83683
199,2503
199,38141
199,76921
199,7879
199,10526
200,64506
200,67130
200,73510
200,67460
200,23763
200,22183
200,71204
200,16994
200,64217
200,89454
